Title,DOI,URL,Description,Published At,Source,Authors,License
Replication Data for: The Zweitstimme Forecast for the German Federal Election 2025: Coalition Majorities and Vacant Districts,doi:10.7910/DVN/KPFYDD,https://doi.org/10.7910/DVN/KPFYDD,"In this article, we provide a forecast for the German Federal Election of 2025. We use our previous forecasting models to provide national-level forecasts for party vote shares and district-level outcomes for candidate votes. We show that the combination of both permits us to calculate both forecasts for coalition majorities in parliament, and ""vacant districts"" under the recent electoral reforms.",2025-03-23T22:41:15Z,Harvard Dataverse,"Erfort, Cornelius; Stoetzer, Lukas F.; Gschwend, Thomas; Koch, Elias; Munzert, Simon; Rajski, Hannah",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Weighting Parties and Coalitions: How Coalition Signals Influence Voting Behavior,doi:10.7910/DVN/9SAX3K,https://doi.org/10.7910/DVN/9SAX3K,"These files contain the materials necessary to replicate the analyses in the article ""Weighting Parties and Coalitions: How Coalition Signals Influence Voting Behavior"". For a more detailed description please read replication-readme.pdf.",2016-07-22T13:56:26Z,Harvard Dataverse,"Stoetzer, Lukas; Gschwend, Thomas; Meffert, Michael",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Ein Umschwung in den letzten Wochen des Landtagswahlkampfes: Befunde einer mehrwelligen Wiederholungsbefragung zur niedersächsischen Landtagswahl 2017,doi:10.7910/DVN/E2HFKN,https://doi.org/10.7910/DVN/E2HFKN,"Der Datensatz ZA6804; Version 4.0.0, die Welle zur Niedersachsenwahl und das dofile zur Definition der missing werden auf der GLES-Projektseite von gesis.org/gles zum Herunterladen bereitgestellt. Die Niedersachsenwelle kann über die laufende Nummer lfdn an das Wahlkampf-Panel 2017 herangespielt werden.",2018-01-23T13:22:18Z,Harvard Dataverse,"Wuttke, Alexander; Schoen, Harald; Kratz, Agatha; Preißinger, Maria",http://creativecommons.org/publicdomain/zero/1.0
"Governments, Informal Links to Militias and Accountability",doi:10.7910/DVN/28603,https://doi.org/10.7910/DVN/28603,"Replication archive for Carey, Sabine, Michael Colaresi and Neil Mitchell. Forthcoming. ""Governments, Informal Links to Militias and Accountability."" Journal of Conflict Resolution.",2015-01-06T00:00:00Z,Harvard Dataverse,"Carey, Sabine; Colaresi, Michael; Mitchell. Neil",http://creativecommons.org/publicdomain/zero/1.0
"Risk Mitigation, Regimes Security, and Militias: Beyond Coup-proofing",doi:10.7910/DVN/N6M2OQ,https://doi.org/10.7910/DVN/N6M2OQ,"In Thailand, India, Libya, and elsewhere, governments arm the populace or call up volunteers in irregular armed groups despite the risks this entails. The widespread presence of these militias, outside the context of state failure, challenges the expectation that governments uniformly consolidate the tools of violence. Drawing on the logic of delegation, we resolve this puzzle by arguing that governments have multiple incentives to form armed groups with a recognized link to the state but outside of the regular security forces. Such groups offset coup risks as substitutes for unreliable regular forces. Similar to other public-private collaborations, they also complement the work of regular forces in providing efficiency and information gains. Finally, these groups distance the government from the controversial use of force. These traits suggest that militias are not simply a sign of failed states or a precursor to a national military, but an important component of security portfolios in many contexts. Using cross-national data (1981–2005), we find support for this mix of incentives. From the perspective of delegation, used to analyze organizational design, global accountability, and policy choices, the domestic and international incentives for governments to choose militias raise explicit governance and accountability issues for the international community.",2017-05-15T18:08:02Z,Harvard Dataverse,"Carey, Sabine C.; Colaresi, Michael P.; Mitchell, Neil J.",http://creativecommons.org/publicdomain/zero/1.0
Reproduction Material for: Subjective Losers of Globalization,doi:10.7910/DVN/WIHAOV,https://doi.org/10.7910/DVN/WIHAOV,"These Stata files reproduce the results reported in: Steiner, Nils D./Mader, Matthias/Schoen, Harald (forthcoming): Subjective Losers of Globalization, European Journal of Political Research. The survey data sets used can be obtained directly from GESIS, see the reproduction do-file for further instructions.",2023-02-22T10:02:27Z,Harvard Dataverse,"Steiner, Nils D.; Matthias, Mader; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Why Underachievers Dominate Secret Police Organizations: Evidence from Autocratic Argentina,doi:10.7910/DVN/PGFOXW,https://doi.org/10.7910/DVN/PGFOXW,"Autocrats depend on a capable secret police. Anecdotal evidence, however, often characterizes agents as surprisingly mediocre in skill and intellect. To explain this puzzle, this paper focuses on the career incentives underachieving individuals face in the regular security apparatus. Low-performing officials in hierarchical organizations have little chance of being promoted or filling lucrative positions. To salvage their careers, these officials are willing to undertake burdensome secret police work. Using data on all 4,287 officers who served in autocratic Argentina (1975-83), we study biographic differences between secret police agents and the entire recruitment pool. We find that low-achieving officers were stuck within the regime hierarchy, threatened with discharge, and thus more likely to join the secret police for future benefits. The study demonstrates how state bureaucracies breed mundane career concerns that produce willing enforcers and cement violent regimes. This has implications for the understanding of autocratic consolidation and democratic breakdown.",2019-08-23T12:49:42Z,Harvard Dataverse,"Scharpf, Adam; Gläßel, Christian",N/A
"Replication Data for: “The Unequal Distribution of Speaking Time in Parliamentary Party Groups” by Hanna Bäck, Markus Baumann, Marc Debus and Jochen Müller.",doi:10.7910/DVN/OESR62,https://doi.org/10.7910/DVN/OESR62,"Parliamentary debates provide an arena where MPs present, challenge or defend public policies. However, the “plenary bottleneck” allows the party leadership to decide who participates in a debate. We argue that in this decision the timing of a debate matters: in proximity of elections the leadership should be concerned with maintaining its brand name and therefore restricts floor access, in particular if the debate is salient for the respective party. We evaluate our hypotheses in a cross-country study drawing on a novel data set covering all speeches given during one or two legislative terms in six European parliaments. We find that the electoral cycle matters for the distribution of speaking time: party leaders do restrict parliamentary speech-making to a smaller number of MPs at the end of the term. This has important implications for our understanding of parliaments as an electoral arena and for our understanding of intra-party politics.",2018-09-23T14:16:05Z,Harvard Dataverse,"Müller, Jochen; Bäck, Hanna; Baumann, Markus; Debus, Marc",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: 'Wealth of Two Nations: The U.S. Racial Wealth Gap, 1860-2020'",doi:10.7910/DVN/H6NXUH,https://doi.org/10.7910/DVN/H6NXUH,"The data and programs replicating tables and figures from ""Wealth of Two Nations: The U.S. Racial Wealth Gap, 1860-2020"", by Derenoncourt, Kim, Kuhn, and Schularick are too large to host on the Harvard Dataverse. They are available for download here instead: https://hu.sharepoint.com/:f:/s/HarvardEconomicsDatasets/Eq4g3n5WstlBvdknSsAI_FYBVNFV2trgP1It-Wv0rb9G3w?e=axHfn0 They are also hosted by the authors on openICPSR: https://www.openicpsr.org/openicpsr/project/194203/version/V1/view Please see the ReadMe_DKKS_QJE_2023 file for additional details.",2024-04-02T19:40:11Z,Harvard Dataverse,"Derenoncourt, Ellora; Kim, Chi Hyun; Kuhn, Moritz; Schularick, Moritz",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Do Public Fund Windfalls Increase Corruption? Evidence From a Natural Disaster,doi:10.7910/DVN/KKREYA,https://doi.org/10.7910/DVN/KKREYA,"We show that unexpected financial windfalls increase corruption in local government. Our analysis uses a new data set on flood-related transfers, and the associated spending infringements, which the Bulgarian central government distributed to municipalities following torrential rains in 2004 and 2005. Using information from the publicly available audit reports, we are able to build a unique objective index of corruption. We also exploit the quasi-random nature of the rainfall shock (conditional on controls for ground flood risk) to isolate exogenous variation in the amount of funds received by each municipality.",2017-01-19T17:07:14Z,Harvard Dataverse,"Marinov, Nikolay; Nikolova, Elena",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Pro-Government Militias and Conflict,doi:10.7910/DVN/LAW8UM,https://doi.org/10.7910/DVN/LAW8UM,"Replication files for the related publications, containing data on pro-government militias in counterinsurgency wars, 1945-2005.",2022-03-29T12:16:07Z,Harvard Dataverse,"Carey, Sabine C.; Mitchell, Neil J.; Scharpf, Adam",http://creativecommons.org/publicdomain/zero/1.0
"Project ""White Vote""",doi:10.7910/DVN/S6H88Q,https://doi.org/10.7910/DVN/S6H88Q,"This dataset contains all the files belonging to the paper ""A Swing Vote from the Ethnic Backstage: The Role of German American Isolationist Tradition for Trump’s 2016 Victory"". Please take a look at the README.txt file for clarification.",2021-02-11T15:56:04Z,Harvard Dataverse,"Dentler, Klara",http://creativecommons.org/publicdomain/zero/1.0
Replication Files for: The Long-Term Costs of Government Surveillance – Insights from Stasi Spying in East Germany,doi:10.7910/DVN/WMVC4U,https://doi.org/10.7910/DVN/WMVC4U,"Journal of the European Economic Association, forthcoming",2020-01-24T14:55:42Z,Harvard Dataverse,"Lichter, Andreas; Löffler, Max; Siegloch, Sebastian",http://creativecommons.org/licenses/by/4.0
"Replication data for: The life, death and diversity of pro-government militias: The fully revised pro-government militias database version 2.0",doi:10.7910/DVN/ZFW6TN,https://doi.org/10.7910/DVN/ZFW6TN,These files contain the complete PGMD version 2 datasets and the do files to replication the figures presented in the article.,2021-10-31T19:58:24Z,Harvard Dataverse,"Carey, Sabine; Mitchell, Neil J.; Paula, Katrin",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: Presidents, Policy Compromise and Legislative Success",doi:10.7910/DVN/KKS1R0,https://doi.org/10.7910/DVN/KKS1R0,These files will give you everything you need to a) replicate the estimation of presidential positions in the paper and b) perform the subsequent empirical analysis. The files contain a) the presidential speeches; b) the R code to estimate the positions from these speeches; and c) the final positions and do-file (in Stata format) for the empirical analysis. Please read the README.txt file before you begin.,2016-06-15T17:27:58Z,Harvard Dataverse,"Doyle, David; Arnold, Christian; Wiesehomeier, Nina",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for Forecasting Bloc Support in German Federal Elections: A Political History Model,doi:10.7910/DVN/CZLJS6,https://doi.org/10.7910/DVN/CZLJS6,"This deposit contains replication materials for the paper ""Forecasting Bloc Support in German Federal Elections: A Political History Model"" by Quinlan, Schnaudt, and Lewis-Beck published in the journal Political Science & Politics.",2021-06-25T14:23:27Z,Harvard Dataverse,"Quinlan, Dr Stephen; Schnaudt, Dr Christian; Lewis-Beck, Prof Michael S.",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: ""Agenda Control and Timing of Bill Initiation: A Temporal Perspective on Coalition Governance in Parliamentary Democracies""",doi:10.7910/DVN/OFCAAE,https://doi.org/10.7910/DVN/OFCAAE,"Although democratic governance imposes temporal constraints, the timing of government policymaking activities such as bill initiation is still poorly understood. This holds especially under coalition governments, in which government bills need to find approval by a partner party in parliament. We propose a dynamic temporal perspective, in which at the beginning of a term ministers do not know whether they face a cooperative or competitive partner but they learn this over time and use their agenda control to time further bill initiation in response. A circular regression analysis using data on more than 25,000 government bills from 11 parliamentary democracies over 30 years supports this temporal perspective, showing that ministers initiate bills later in the term when their previous bills have experienced greater scrutiny. Ministers further delay bill initiation when coalition parties' incentives to deviate from compromise increase and when they have less power to constrain their bills' scrutiny.",2021-08-27T15:22:00Z,Harvard Dataverse,Thomas König; Nick Lin; Xiao Lu; Thiago N. Silva; Nikoleta Yordanova; Galina Zudenkova,http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Who Settles Disputes? Treaty Design and Trade Attitudes Toward the Transatlantic Trade and Investment Partnership (TTIP),doi:10.7910/DVN/YNY90H,https://doi.org/10.7910/DVN/YNY90H,"What type of trade agreement is the public willing to accept? Instead of focusing on individual concerns about market access and trade barriers, we argue that specific treaty design and, in particular, the characteristics of the dispute settlement mechanism, play a critical role in shaping public support for trade agreements. To examine this theoretical expectation, we conduct a conjoint experiment that varies diverse treaty-design elements and estimate preferences over multiple dimensions of the Transatlantic Trade and Investment Partnership (TTIP) based on a nationally representative sample in Germany. We find that compared to other alternatives, private arbitration, known as investor-state dispute settlement (ISDS), generates strong opposition to the trade agreement. As the single most important factor, this effect of dispute settlement characteristic is strikingly large and consistent across individuals’ key attributes, including skill levels, information, and national sentiment, among others.",2021-11-16T05:57:03Z,Harvard Dataverse,"Hahm, Hyeonho; König, Thomas; Osnabrügge, Moritz; Frech, Elena",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Illiberal Communication and Election Intervention During the Refugee Crisis in Germany,doi:10.7910/DVN/T2FZK3,https://doi.org/10.7910/DVN/T2FZK3,"Populist discourse - which tends to benefit anti-systemic parties - has been on the rise in the world’s democratic states. Powerful non-democratic states have both the means and the incentive to spread such discourse to democratic states. We clarify the incentives illiberal states have to produce such communication, and delineate how this type of political communication fuses traditional state-to-state propaganda with election interventions. We draw on the case of Kremlin- sponsored communication on the issue of refugees in Germany to illustrate the mechanisms though which the discourse operates in target countries. We create a corpus of over a million news stories to identify the prevalence of illiberal discourse and its timing relative to Germany’s elections. We show that the Kremlin intervened in the 2017 Federal elections by promoting refugee stories over and above the rate at which German outlets did. We discuss the broader implications for the use of directed political communication as a form of election intervention.",2021-11-18T22:38:53Z,Harvard Dataverse,"Elshehawy, Ashrakat; Gavras, Konstantin; Marinov, Nikolay; Nanni, Federico; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
"Reproduction files for: How political are national identities? A comparison of the United States, the United Kingdom, and Germany in the 2010s",doi:10.7910/DVN/W9YGCB,https://doi.org/10.7910/DVN/W9YGCB,Code and data to reproduce the findings reported in our Research & Politics paper.,2018-08-21T07:22:36Z,Harvard Dataverse,"Mader, Matthias; Scotto, Thomas J.; Reifler, Jason; Gries, Peter H.; Isernia, Pierangelo; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Risk Aversion and the Gender Gap in the Vote for Populist Radical Right Parties,doi:10.7910/DVN/BTE2BK,https://doi.org/10.7910/DVN/BTE2BK,"Previous research has established that men are more likely to vote for populist radical right parties (PRRPs) than women. This article shows how cross-national and temporal variations in PRRPs’ electoral success interact with individuals’ risk propensity to affect this gender gap. We hypothesize that gender differences in the electoral support of PRRPs stem from disparities in risk-taking. We conceptualize risk in terms of two components, social and electoral, and demonstrate that women are more risk-averse regarding both. Our analysis is based on public opinion data from 14 countries (2002–2016) combined with macro-level data on PRRPs’ past parliamentary fortunes. To distinguish between the social and the electoral component in risk-taking, we use the illustrative case study of Germany. Findings demonstrate that gender differences in risk-taking and, by implication, the differences between women’s and men’s responses to the electoral context, are key to understanding the voting gender gap.",2021-12-10T16:00:29Z,Harvard Dataverse,"Oshri, Odelia; Harsgor, Liran; Itzkovitch-Malka, Reut; Tuttnauer, Or",N/A
"Replication Data for It's Not Only What You Say, It's Also How You Say It: The Strategic Use of Campaign Sentiment",doi:10.7910/DVN/WG8VCK,https://doi.org/10.7910/DVN/WG8VCK,"Replication files for ""It's Not Only What You Say, It's Also How You Say It: The Strategic Use of Campaign Sentiment""",2019-01-29T00:09:50Z,Harvard Dataverse,"Indridason, Indridi; Crabtree, Charles; Golder, Matt; Gschwend, Thomas",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: The Politics of Seeking and Avoiding Discourse in Parliament,doi:10.7910/DVN/8K9NAN,https://doi.org/10.7910/DVN/8K9NAN,"When do politicians debate each other in parliament, and when do they prefer to avoid discourse? While existing research has shown MPs to unilaterally leverage the dialogical nature of legislative debates to their advantage, the circumstances facilitating actual discursive interaction have so far received less attention. We introduce a new framework to study the emergence of discourse in political debates. Applying this framework, we expect ideological differences and government-opposition dynamics to shape politicians’ choices about seeking or avoiding discourse. To test these hypotheses, we draw on an original dataset of all 14,595 attempted and successful interventions (Zwischenfragen) — extraordinary, voluntary discursive exchanges between speakers and MPs in the audience — in the German Bundestag (1990-2020), extracted using an annotation pipeline developed specifically for this study. We find that MPs separated by diverging preferences seek discourse with one another more often than their ideologically aligned counterparts. At the same time, these exact attempts do less frequently result in discursive interactions. When considering government-opposition dynamics in this process, we observe very similar patterns: Attempts to initiate discourse are particularly common among opposition MPs facing government speakers, and we find tentative evidence suggesting that government actors are most likely to avoid these invitations to discursive interaction. Our findings have important implications for our understanding of elite behaviour in public environments.",2025-02-12T15:41:49Z,Harvard Dataverse,"Koch, Elias; Küpfer, Andreas",http://creativecommons.org/publicdomain/zero/1.0
Replication data for: The Manifesto Project data extended to include the logit scales and standard errors,doi:10.7910/DVN/7QNE9O,https://doi.org/10.7910/DVN/7QNE9O,"This dataset contains original Manifesto Project data extended to include the logit scales introduced in William Lowe, Kenneth Benoit, Slava Mikhaylov, and Michael Laver. 2011. “Scaling Policy Preferences From Coded Political Texts.” Legislative Studies Quarterly 26(1, Feb): 123-155. The dataset also includes estimations of standard errors introduced in Benoit, Kenneth, Michael Laver, and Slava Mikhaylov. 2009. “Treating Words as Data with Error: Estimating Uncertainty in Text Statements of Policy Positions”. American Journal of Political Science 53 (2): 495–513.",2013-01-04T00:00:00Z,Harvard Dataverse,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver,http://creativecommons.org/publicdomain/zero/1.0
School Closures During the 1918 Pandemic,doi:10.7910/DVN/WG9KVF,https://doi.org/10.7910/DVN/WG9KVF,"Replication files for ""School Closures During the 1918 Flu Pandemic""",2022-01-18T15:51:33Z,Harvard Dataverse,"Nencka, Peter; Ezra Karger; Katherine Eriksson; Phillipp Ager; Melissia A. Thomasson",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Rental Market Risk and Radical Right Support,doi:10.7910/DVN/TYQNAE,https://doi.org/10.7910/DVN/TYQNAE,"A growing literature examines how economic threat affects support for anti-establishment parties. While most existing work focuses on transforming labor markets as a source of anxiety, we advance the literature by studying changes in urban development and rent price appreciation. Our analysis examines the case of Germany, the country with the highest share of rental housing in the European Union. Combining individual-level geo-referenced panel data with a longitudinal data set on the cost of rental housing at the postcode level, we demonstrate that rising local rent levels increase support for radical right parties. The effect is especially pronounced among long-term residents, in particular in suburban and urban areas and among voters with lower household incomes. Our results suggest that urban development, not unlike labor market transformation, represents an important and so far neglected source of economic insecurity and social concern with important political implications.",2024-11-11T11:20:27Z,Harvard Dataverse,"Abou-Chadi, Tarik; Cohen, Denis; Kurer, Thomas",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: How open lists undermine the electoral support of cohesive parties,doi:10.7910/DVN/WUTLH8,https://doi.org/10.7910/DVN/WUTLH8,"How does ballot structure affect party choice? We argue that open lists undermine the electoral support of cohesive parties, to the benefit of internally divided parties. We conduct a survey-embedded experiment in the aftermath of the European migrant crisis, presenting German voters with real parties but fictitious politicians. A crossover design varies ballot type and exposure to candidate positions on immigration. We find that the internally divided CDU/CSU gains votes at the expense of the cohesive AfD when open lists are used and candidate positions are known. For individuals who are equally attracted to both parties, switching is most likely if their immigration preferences lie near the midpoint between the two parties. Overall, our analysis establishes conditions under which ballot structure can affect the electoral performance of parties in general, and that of the populist right in particular.",2021-12-12T13:08:28Z,Harvard Dataverse,"Bräuninger, Thomas; Däubler, Thomas; Huber, Robert; Rudolph, Lukas",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Coalition mood in European parliamentary democracies,doi:10.7910/DVN/FEQSC7,https://doi.org/10.7910/DVN/FEQSC7,"Data and code to replicate the measure, tables and figures used in ""Coalition mood in European parliamentary democracies""",2022-03-14T18:27:31Z,Harvard Dataverse,"Imre, Michael; Ecker, Alejandro; Meyer, Thomas M.; Müller, Wolfgang C.",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Does Accommodation Work? Mainstream Party Strategies and the Success of Radical Right Parties,doi:10.7910/DVN/GBWB8I,https://doi.org/10.7910/DVN/GBWB8I,"This research note investigates how mainstream party strategies affect the success of radical right parties. It is a widespread view that mainstream party accommodation of radical right core issue positions would reduce the radical right's success. Empirical evidence for this claim, however, remains inconclusive. Using party level data as well as micro-level voter transitions between mainstream and radical right parties, we re-evaluate the effectiveness of accommodative strategies and also test whether they work contingent on specific conditions, e.g. the newness of radical right challengers or the existence of a cordon sanitaire. We do not find any evidence that accommodative strategies reduce radical right support. If anything, our results suggest that they lead to more voters defecting to the radical right. Our findings have important implications for the study of multi-party competition as they challenge what has become a core assumption of this literature: that accommodative strategies reduce niche party success.",2022-01-31T18:21:21Z,Harvard Dataverse,"Krause, Werner; Cohen, Denis; Abou-Chadi, Tarik",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Mass Emigration and the Erosion of Liberal Democracy,doi:10.7910/DVN/DLJ33W,https://doi.org/10.7910/DVN/DLJ33W,"In many regions of the world, liberal politics is on the retreat. This development is usually explained with reference to inherently political phenomena. We propose an alternative explanation, linking democratic backsliding to deep-reaching demographic change caused by mass emigration. We argue that because migrants tend to be more politically liberal, their departure, if quantitatively significant, can hurt liberal democracy. Empirically, we focus on Central and Eastern Europe (CEE). Since 2004, the region has lost about 9 percent of its population due to migration to Western Europe. Drawing on data from 430,000 individuals and a panel analysis, we show that CEE migrants systematically hold more liberal values than non-migrants and that their exit went along with a deterioration of democracy in their home countries. Further analyses show that the mechanism we describe generalizes to various other world regions. Mass emigration may pose a challenge to democratic development in migrant-sending countries around the globe.",2024-09-18T18:21:49Z,Harvard Dataverse,"Auer, Daniel; Schaub, Max",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Temporal Strategies,doi:10.7910/DVN/KHZQA2,https://doi.org/10.7910/DVN/KHZQA2,"These files provide all necessary data and R scripts to replication the results in the article ""Temporal Strategies"" (Garwe/Engst/Stawicki/Hönnige) and the results in the supplemental materials to this article.",2020-11-26T04:56:03Z,Harvard Dataverse,"Garwe, Christoph; Engst, Benjamin G.; Stawicki, Yannick; Hönnige, Christoph",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Das Potential offener Listen für die Wahl von Frauen zum Bundestag. Ergebnisse eines Survey-Experiments,doi:10.7910/DVN/SM7LZK,https://doi.org/10.7910/DVN/SM7LZK,"Women are underrepresented in the German parliament, especially in parties in and to the right of the political center. Gender quotas are frequently discussed as a remedy, but they infringe the liberties of parties, candidates, and voters. In contrast, open lists receive little attention, although they would avoid these constitutional issues. Therefore, we examine how many German voters - overall and by party - would choose female candidates from open lists. Theoretically, we expect that especially female voters, voters of left-leaning parties, and citizens for whom gender equality is a salient topic support female politicians. We also expect that voters tend to even out lists that are characterized by gender imbalance. Our research design utilizes an online survey-embedded experiment (N=2640) with a quota-representative sample of eligible voters. Participants chose between lists of the parties represented in parliament, with four fictitious candidates each. The share of women (25-75%) and the list type (closed vs open) were randomized. We show that both female and male voters consider the sex of the candidate, in line with the theoretical expectations. Our results suggest that female candidates would hardly be discriminated against, with some exceptions in specific subgroups (male voters of FDP, female voters of AfD). Taken together, this article shows that open lists enable citizens to cast preference votes in support of gender equality and that this opportunity is indeed seized. Across parties, voters level out unequal lists. Therefore, the electoral reform debate should pay more attention to the potential of open lists.",2022-06-02T14:34:05Z,Harvard Dataverse,"Rudolph, Lukas; Thomas Däubler; Jan Menzner",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: The Zweitstimme Model: A Dynamic Forecast of the 2021 German Federal Election,doi:10.7910/DVN/EDTKNW,https://doi.org/10.7910/DVN/EDTKNW,"We present the Zweitstimme Model to forecast the outcome of the 2021 German federal election. The dynamic Bayesian forecasting model combines data from published pre-election public opinion polls with information from fundamentals-based forecasting models. The model takes care of the multiparty nature of the setting and generates probability statements about other quantities of interest, such as the majority for coalitions in parliament, and the expected overall size of parliament. As a central expectation, 100 days before the election, our model predicts a strengthening in Green party support (17% [12%; 23%]) and new majorities for coalition governments (67% chance for a majority of a CDU/CSU-Green coalition). The model further expects the Bundestag to grow in size to around 814 seats.",2021-06-22T23:12:56Z,Harvard Dataverse,"Neunhoeffer, Marcel; Gschwend, Thomas; Müller, Klara; Munzert, Simon; Stoetzer, Lukas F.",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Temporary Disenfranchisement: Negative Side-Effects of Lowering the Voting Age,doi:10.7910/DVN/T5LYWS,https://doi.org/10.7910/DVN/T5LYWS,"How does losing one’s right to vote again after having been eligible to vote before affect political fundamentals such as political efficacy? We draw attention to the hitherto neglected phenomenon ‘temporary disenfranchisement,’ which, for instance, occurs regularly in states that extended the franchise to underage citizens in some but not all elections. If an election with voting age 16 is closely followed by an election with voting age 18, underage voters eligible for the former will have no right to vote in the latter. Using original panel data on young citizens in Germany and a differences-in-differences design, we find that temporary disenfranchisement results in a decrease in external efficacy, which remains even after regaining eligibility. Our findings highlight an important side effect of selective voting rights extensions and bear insights relevant to other cases of temporary disenfranchisement due to residential mobility, citizenship or felony disenfranchisement.",2022-05-10T16:00:00Z,Harvard Dataverse,"Leininger, Arndt; Sohnius, Marie-Lou; Faas, Thorsten; Rossteutscher, Sigrid; Schäfer, Armin",http://creativecommons.org/publicdomain/zero/1.0
Parliaments day-by-day,doi:10.7910/DVN/PYGBDO,https://doi.org/10.7910/DVN/PYGBDO,"Data files and r-scripts to go with manuscript titled 'Parliaments Day-by-Day: A New Open Source Database to Answer the Question Who Was in What Parliament, Party and Party-group When'",2022-06-21T05:29:43Z,Harvard Dataverse,"Turner-Zwinkels, Tomas; Huywler, Oliver; Frech, Elena; Manow, Philip; Bailer, Stefanie; Goet, Niels; Hug, Simon",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for Can role models influence female's decision to participate in the labor market? Evidence from a field experiment,doi:10.7910/DVN/8QZZJX,https://doi.org/10.7910/DVN/8QZZJX,"Data, code and codebook for the replication of the analysis of the paper ""Martini, C. A. and Uruena, V. (2024) Can role models influence female's decision to participate in the labor market? Evidence from a field experiment.""",2024-02-16T10:39:26Z,Harvard Dataverse,"Martini, Christina A.; Uruena, Viviana",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for ""Holding Individual Representatives Accountable: The Role of Electoral Systems""",doi:10.7910/DVN/E2187A,https://doi.org/10.7910/DVN/E2187A,"Replication data and code for Rudolph, Lukas and Thomas Däubler, ""Holding Individual Representatives Accountable: The Role of Electoral Systems"".",2015-11-25T01:18:30Z,Harvard Dataverse,"Rudolph, Lukas; Däubler, Thomas",http://creativecommons.org/publicdomain/zero/1.0
Replication data for: Evidence of Treatment Spillovers Within Markets,doi:10.7910/DVN/27505,https://doi.org/10.7910/DVN/27505,,2015-01-16T00:00:00Z,Harvard Dataverse,"Ferracci, Marc; Jolivet, Gregory; Van den Berg, Gerard J.",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Comparative vote switching,doi:10.7910/DVN/46UDEI,https://doi.org/10.7910/DVN/46UDEI,"Large literatures focus on voter reactions to parties' policy strategies, agency, or legislative performance. While many inquiries make explicit assumptions about the direction and magnitude of voter flows between parties, comparative empirical analyses of vote switching remain rare. In this paper, we overcome three challenges that have previously impeded the comparative study of dynamic party competition based on voter flows: We present a novel conceptual framework for studying voter retention, defection, and attraction in multi-party systems, showcase a newly compiled data infrastructure that marries comparative vote switching data with information on party behavior and party systems in over 250 electoral contexts, and introduce a statistical model that renders our conceptual framework operable. These innovations enable first-time inquiries into the polyadic vote switching patterns underlying multi-party competition and unlock major research potentials on party competition and party system change.",2023-05-25T18:59:53Z,Harvard Dataverse,"Cohen, Denis; Krause, Werner; Abou-Chadi, Tarik",http://creativecommons.org/publicdomain/zero/1.0
