filename,url,madoc_identifier,title,creators,year,citation
jin-et-al-2024-the-good-is-up-metaphoric-effects-on-recognition-true-for-source-guessing-but-false-for-item-memory.pdf,https://madoc.bib.uni-mannheim.de/67794/1/jin-et-al-2024-the-good-is-up-metaphoric-effects-on-recognition-true-for-source-guessing-but-false-for-item-memory.pdf,https://madoc.bib.uni-mannheim.de/67794/,The “good is up” metaphoric effects on recognition: True for source guessing but false for item memory,"Jin, Zixi; Hecker, Ulrich von; Symeonidou, Nikoletta; Liu, Yi; Klauer, Karl Christoph",2025,"Jin, Zixi; Hecker, Ulrich von; Symeonidou, Nikoletta; Liu, Yi; Klauer, Karl Christoph (2025) “The “good is up” metaphoric effects on recognition: True for source guessing but false for item memory.” https://madoc.bib.uni-mannheim.de/67794/"
jintelligence-06-00028.pdf,https://madoc.bib.uni-mannheim.de/54733/1/jintelligence-06-00028.pdf,https://madoc.bib.uni-mannheim.de/54733/,Relationships between personality and cognitive ability: A facet-level analysis,"Rammstedt, Beatrice; Lechner, Clemens M.; Danner, Daniel",2018,"Rammstedt, Beatrice; Lechner, Clemens M.; Danner, Daniel (2018) “Relationships between personality and cognitive ability: A facet-level analysis.” https://madoc.bib.uni-mannheim.de/54733/"
jintelligence-11-00066-v3.pdf,https://madoc.bib.uni-mannheim.de/64375/1/jintelligence-11-00066-v3.pdf,https://madoc.bib.uni-mannheim.de/64375/,"Different perspectives on retest effects in the context of spatial thinking : interplay of behavioral performance, cognitive processing, and cognitive workload","Fehringer, Benedict C. O. F.",2023,"Fehringer, Benedict C. O. F. (2023) “Different perspectives on retest effects in the context of spatial thinking : interplay of behavioral performance, cognitive processing, and cognitive workload.” https://madoc.bib.uni-mannheim.de/64375/"
jlb-2023-02_01.pdf,https://madoc.bib.uni-mannheim.de/67513/1/jlb-2023-02_01.pdf,https://madoc.bib.uni-mannheim.de/67513/,Service-Learning in Lehramtsstudiengängen. Welche Lernorte eignen sich?,"Derkau, Julia; Gerholz, Karl-Heinz",2023,"Derkau, Julia; Gerholz, Karl-Heinz (2023) “Service-Learning in Lehramtsstudiengängen. Welche Lernorte eignen sich?.” https://madoc.bib.uni-mannheim.de/67513/"
jlb-2023-02_05.pdf,https://madoc.bib.uni-mannheim.de/67511/1/jlb-2023-02_05.pdf,https://madoc.bib.uni-mannheim.de/67511/,Hinweise auf Langzeiteffekte von Service-Learning. Eine retrospektive Befragung,"Beißert, Hanna; Derkau, Julia; Waag, Anne-Sophie; Hofer, Manfred",2023,"Beißert, Hanna; Derkau, Julia; Waag, Anne-Sophie; Hofer, Manfred (2023) “Hinweise auf Langzeiteffekte von Service-Learning. Eine retrospektive Befragung.” https://madoc.bib.uni-mannheim.de/67511/"
jmaria%2C%2B06_kuschel.pdf,https://madoc.bib.uni-mannheim.de/59931/1/jmaria%2C%2B06_kuschel.pdf,https://madoc.bib.uni-mannheim.de/59931/,"“¿Nacionales o Republicanos? —¡tú decides la historia! —” el mito de ‘las dos Españas’ en los videojuegos Sombras de Guerra (2007/2008) y 1936, España en llamas (2012)","Kuschel, Daniela",2021,"Kuschel, Daniela (2021) ““¿Nacionales o Republicanos? —¡tú decides la historia! —” el mito de ‘las dos Españas’ en los videojuegos Sombras de Guerra (2007/2008) y 1936, España en llamas (2012).” https://madoc.bib.uni-mannheim.de/59931/"
jmir-2025-1-e69799.pdf,https://madoc.bib.uni-mannheim.de/71079/1/jmir-2025-1-e69799.pdf,https://madoc.bib.uni-mannheim.de/71079/,"Data donation as a method to measure physical activity in older adults: Cross-sectional web survey assessing consent rates, donation success, and bias","Keusch, Florian; Struminskaya, Bella; Mulder, Joris; Jongerius, Stein",2025,"Keusch, Florian; Struminskaya, Bella; Mulder, Joris; Jongerius, Stein (2025) “Data donation as a method to measure physical activity in older adults: Cross-sectional web survey assessing consent rates, donation success, and bias.” https://madoc.bib.uni-mannheim.de/71079/"
job.2484.pdf,https://madoc.bib.uni-mannheim.de/57515/1/job.2484.pdf,https://madoc.bib.uni-mannheim.de/57515/,Beyond depletion: Daily self‐control motivation as an explanation of self‐control failure at work,"Wehrt, Wilken; Casper, Anne; Sonnentag, Sabine",2020,"Wehrt, Wilken; Casper, Anne; Sonnentag, Sabine (2020) “Beyond depletion: Daily self‐control motivation as an explanation of self‐control failure at work.” https://madoc.bib.uni-mannheim.de/57515/"
job.2555.pdf,https://madoc.bib.uni-mannheim.de/60257/1/job.2555.pdf,https://madoc.bib.uni-mannheim.de/60257/,Daily deep acting toward coworkers: An examination of day‐specific antecedents and consequences,"Nesher Shoshan, Hadar; Venz, Laura",2022,"Nesher Shoshan, Hadar; Venz, Laura (2022) “Daily deep acting toward coworkers: An examination of day‐specific antecedents and consequences.” https://madoc.bib.uni-mannheim.de/60257/"
jomf.12784.pdf,https://madoc.bib.uni-mannheim.de/60092/1/jomf.12784.pdf,https://madoc.bib.uni-mannheim.de/60092/,Revisiting marital health protection: Intraindividual health dynamics around transition to legal marriage,"Mikucka, Malgorzata; Arránz Becker, Oliver; Wolf, Christof",2021,"Mikucka, Malgorzata; Arránz Becker, Oliver; Wolf, Christof (2021) “Revisiting marital health protection: Intraindividual health dynamics around transition to legal marriage.” https://madoc.bib.uni-mannheim.de/60092/"
joop.12362.pdf,https://madoc.bib.uni-mannheim.de/60081/1/joop.12362.pdf,https://madoc.bib.uni-mannheim.de/60081/,Positive work reflection during the evening and next-day work engagement: Testing mediating mechanisms and cyclical processes,"Sonnentag, Sabine; Tian, Amy Wei; Cao, Jie; Grushina, Svetlana V.",2021,"Sonnentag, Sabine; Tian, Amy Wei; Cao, Jie; Grushina, Svetlana V. (2021) “Positive work reflection during the evening and next-day work engagement: Testing mediating mechanisms and cyclical processes.” https://madoc.bib.uni-mannheim.de/60081/"
journal.pclm.0000078-1.pdf,https://madoc.bib.uni-mannheim.de/65983/1/journal.pclm.0000078-1.pdf,https://madoc.bib.uni-mannheim.de/65983/,Measuring the effect of climate change on migration flows: Limitations of existing data and analytical frameworks,"Helbling, Marc; Rybski, Diego; Schewe, Jacob; Siedentop, Stefan; Glockmann, Manon; Heider, Bastian; Jones, Bryan; Meierrieks, Daniel; Rikani, Albano; Stroms, Peter",2023,"Helbling, Marc; Rybski, Diego; Schewe, Jacob; Siedentop, Stefan; Glockmann, Manon; Heider, Bastian; Jones, Bryan; Meierrieks, Daniel; Rikani, Albano; Stroms, Peter (2023) “Measuring the effect of climate change on migration flows: Limitations of existing data and analytical frameworks.” https://madoc.bib.uni-mannheim.de/65983/"
journal.pone.0230304.pdf,https://madoc.bib.uni-mannheim.de/54352/1/journal.pone.0230304.pdf,https://madoc.bib.uni-mannheim.de/54352/,Does suffering suffice? An experimental assessment of desert retributivism,"Bauer, Paul C.; Poama, Andrei",2020,"Bauer, Paul C.; Poama, Andrei (2020) “Does suffering suffice? An experimental assessment of desert retributivism.” https://madoc.bib.uni-mannheim.de/54352/"
journal.pone.0234663.pdf,https://madoc.bib.uni-mannheim.de/55123/1/journal.pone.0234663.pdf,https://madoc.bib.uni-mannheim.de/55123/,Studying health-related internet and mobile device use using web logs and smartphone records,"Bach, Ruben L.; Wenz, Alexander",2020,"Bach, Ruben L.; Wenz, Alexander (2020) “Studying health-related internet and mobile device use using web logs and smartphone records.” https://madoc.bib.uni-mannheim.de/55123/"
journal.pone.0254038.pdf,https://madoc.bib.uni-mannheim.de/59946/1/journal.pone.0254038.pdf,https://madoc.bib.uni-mannheim.de/59946/,"Increasingly capable at the ripe old age? Cognitive abilities from 2004 to 2013 in Germany, Spain, and Sweden","Grasshoff, Julia; Beller, Johannes; Kuhlmann, Beatrice G.; Geyer, Siegfried",2021,"Grasshoff, Julia; Beller, Johannes; Kuhlmann, Beatrice G.; Geyer, Siegfried (2021) “Increasingly capable at the ripe old age? Cognitive abilities from 2004 to 2013 in Germany, Spain, and Sweden.” https://madoc.bib.uni-mannheim.de/59946/"
journal.pone.0262337.pdf,https://madoc.bib.uni-mannheim.de/61309/1/journal.pone.0262337.pdf,https://madoc.bib.uni-mannheim.de/61309/,Firing discrimination: Selective labor market responses of firms during the COVID-19 economic crisis,"Auer, Daniel",2022,"Auer, Daniel (2022) “Firing discrimination: Selective labor market responses of firms during the COVID-19 economic crisis.” https://madoc.bib.uni-mannheim.de/61309/"
journal.pone.0263863.pdf,https://madoc.bib.uni-mannheim.de/61614/1/journal.pone.0263863.pdf,https://madoc.bib.uni-mannheim.de/61614/,What's in a face: Automatic facial coding of untrained study participants compared to standardized inventories,"Höfling, Tim; Alpers, Georg W.; Büdenbender, Björn; Föhl, Ulrich; Gerdes, Antje B. M.",2022,"Höfling, Tim; Alpers, Georg W.; Büdenbender, Björn; Föhl, Ulrich; Gerdes, Antje B. M. (2022) “What's in a face: Automatic facial coding of untrained study participants compared to standardized inventories.” https://madoc.bib.uni-mannheim.de/61614/"
journal.pone.0267893.pdf,https://madoc.bib.uni-mannheim.de/71892/1/journal.pone.0267893.pdf,https://madoc.bib.uni-mannheim.de/71892/,On the effectiveness of graph matching attacks against privacy-preserving record linkage,"Heng, Youzhe; Armknecht, Frederik; Chen, Yanling; Schnell, Rainer",2022,"Heng, Youzhe; Armknecht, Frederik; Chen, Yanling; Schnell, Rainer (2022) “On the effectiveness of graph matching attacks against privacy-preserving record linkage.” https://madoc.bib.uni-mannheim.de/71892/"
journal.pone.0272738.pdf,https://madoc.bib.uni-mannheim.de/63453/1/journal.pone.0272738.pdf,https://madoc.bib.uni-mannheim.de/63453/,“I’m tired of black boxes!”: A systematic comparison of faculty well-being and need satisfaction before and during the COVID-19 crisis,"Schwab, Carolin; Frenzel, Anne C.; Daumiller, Martin; Dresel, Markus; Dickhäuser, Oliver; Janke, Stefan; Marx, Anton K. G.",2022,"Schwab, Carolin; Frenzel, Anne C.; Daumiller, Martin; Dresel, Markus; Dickhäuser, Oliver; Janke, Stefan; Marx, Anton K. G. (2022) ““I’m tired of black boxes!”: A systematic comparison of faculty well-being and need satisfaction before and during the COVID-19 crisis.” https://madoc.bib.uni-mannheim.de/63453/"
journal.pone.0281309.pdf,https://madoc.bib.uni-mannheim.de/64225/1/journal.pone.0281309.pdf,https://madoc.bib.uni-mannheim.de/64225/,Training machine learning algorithms for automatic facial coding: The role of emotional facial expressions’ prototypicality,"Büdenbender, Björn; Höfling, Tim; Gerdes, Antje B. M.; Alpers, Georg W.",2023,"Büdenbender, Björn; Höfling, Tim; Gerdes, Antje B. M.; Alpers, Georg W. (2023) “Training machine learning algorithms for automatic facial coding: The role of emotional facial expressions’ prototypicality.” https://madoc.bib.uni-mannheim.de/64225/"
journal.pone.0284608.pdf,https://madoc.bib.uni-mannheim.de/66320/1/journal.pone.0284608.pdf,https://madoc.bib.uni-mannheim.de/66320/,Merits and limitations of latent profile approaches to teachers' achievement goals: A multi-study analysis,"Daumiller, Martin; Janke, Stefan; Butler, Ruth; Dickhäuser, Oliver; Dresel, Markus",2023,"Daumiller, Martin; Janke, Stefan; Butler, Ruth; Dickhäuser, Oliver; Dresel, Markus (2023) “Merits and limitations of latent profile approaches to teachers' achievement goals: A multi-study analysis.” https://madoc.bib.uni-mannheim.de/66320/"
journal.pone.0300661.pdf,https://madoc.bib.uni-mannheim.de/67179/1/journal.pone.0300661.pdf,https://madoc.bib.uni-mannheim.de/67179/,Measuring political radicalism and extremism in surveys: Three new scales,"Jungkunz, Sebastian; Helbling, Marc; Osenbrügge, Nina",2024,"Jungkunz, Sebastian; Helbling, Marc; Osenbrügge, Nina (2024) “Measuring political radicalism and extremism in surveys: Three new scales.” https://madoc.bib.uni-mannheim.de/67179/"
journal.pstr.0000014.pdf,https://madoc.bib.uni-mannheim.de/62387/1/journal.pstr.0000014.pdf,https://madoc.bib.uni-mannheim.de/62387/,Protecting our future: What contribution can I make?,"Gesang, Bernward",2022,"Gesang, Bernward (2022) “Protecting our future: What contribution can I make?.” https://madoc.bib.uni-mannheim.de/62387/"
jqz052.pdf,https://madoc.bib.uni-mannheim.de/56102/1/jqz052.pdf,https://madoc.bib.uni-mannheim.de/56102/,An agenda for open science in communication,"Dienlin, Tobias; Johannes, Niklas; Bowman, Nicholas David; Masur, Philipp K.; Engesser, Sven; Kümpel, Anna Sopie; Lukito, Josephine; Bier, Lindsey M.; Zhang, Renwen; Johnson, Benjamin K.; Huskey, Richard; Schneider, Frank M.; Breuer, Johannes; Parry, Douglas A.; Vermeulen, Ivar; Fisher, Jacob T.; Banks, Jamie; Weber, René; Ellis, David A.; Smits, Tim; Ivory, James D.; Trepte, Sabine; McEwan, Bree; Rinke, Eike Mark; Neubaum, German; Winter, Stephan; Carpenter, Christopher J.; Krämer, Nicole; Utz, Sonja; Unkel, Julian; Wang, Xiaohui; Davidson, Brittany I.; Kim, Nuri; Stevenson Won, Andrea; Domahidi, Emese; Lewis, Neil A.; Vreese, Claes H. de",2021,"Dienlin, Tobias; Johannes, Niklas; Bowman, Nicholas David; Masur, Philipp K.; Engesser, Sven; Kümpel, Anna Sopie; Lukito, Josephine; Bier, Lindsey M.; Zhang, Renwen; Johnson, Benjamin K.; Huskey, Richard; Schneider, Frank M.; Breuer, Johannes; Parry, Douglas A.; Vermeulen, Ivar; Fisher, Jacob T.; Banks, Jamie; Weber, René; Ellis, David A.; Smits, Tim; Ivory, James D.; Trepte, Sabine; McEwan, Bree; Rinke, Eike Mark; Neubaum, German; Winter, Stephan; Carpenter, Christopher J.; Krämer, Nicole; Utz, Sonja; Unkel, Julian; Wang, Xiaohui; Davidson, Brittany I.; Kim, Nuri; Stevenson Won, Andrea; Domahidi, Emese; Lewis, Neil A.; Vreese, Claes H. de (2021) “An agenda for open science in communication.” https://madoc.bib.uni-mannheim.de/56102/"
jtsa.12612.pdf,https://madoc.bib.uni-mannheim.de/60552/1/jtsa.12612.pdf,https://madoc.bib.uni-mannheim.de/60552/,Autoregressive spectral estimates under ignored changes in the mean,"Demetrescu, Matei; Hosseinkouchack, Mehdi",2022,"Demetrescu, Matei; Hosseinkouchack, Mehdi (2022) “Autoregressive spectral estimates under ignored changes in the mean.” https://madoc.bib.uni-mannheim.de/60552/"
jvaa009.pdf,https://madoc.bib.uni-mannheim.de/54364/1/jvaa009.pdf,https://madoc.bib.uni-mannheim.de/54364/,The long-term costs of government surveillance: insights from Stasi spying in East Germany,"Lichter, Andreas; Löffler, Max; Siegloch, Sebastian",2021,"Lichter, Andreas; Löffler, Max; Siegloch, Sebastian (2021) “The long-term costs of government surveillance: insights from Stasi spying in East Germany.” https://madoc.bib.uni-mannheim.de/54364/"
jvab041.pdf,https://madoc.bib.uni-mannheim.de/66545/1/jvab041.pdf,https://madoc.bib.uni-mannheim.de/66545/,Do research joint ventures serve a collusive function?,"Sovinsky, Michelle",2022,"Sovinsky, Michelle (2022) “Do research joint ventures serve a collusive function?.” https://madoc.bib.uni-mannheim.de/66545/"
jvaf008.pdf,https://madoc.bib.uni-mannheim.de/69875/1/jvaf008.pdf,https://madoc.bib.uni-mannheim.de/69875/,"Mandated sick pay: coverage, utilization, and crowding-in","Maclean, Johanna Catherine; Pichler, Stefan; Ziebarth, Nicolas R.",2025,"Maclean, Johanna Catherine; Pichler, Stefan; Ziebarth, Nicolas R. (2025) “Mandated sick pay: coverage, utilization, and crowding-in.” https://madoc.bib.uni-mannheim.de/69875/"
k%C3%B6nig-eschenwecker-2025-the-european-court-of-justice-and-legal-european-integration-2.pdf,https://madoc.bib.uni-mannheim.de/71717/1/k%C3%B6nig-eschenwecker-2025-the-european-court-of-justice-and-legal-european-integration-2.pdf,https://madoc.bib.uni-mannheim.de/71717/,The European Court of Justice and legal European integration,"König, Thomas; Eschenwecker, Stefan",2026,"König, Thomas; Eschenwecker, Stefan (2026) “The European Court of Justice and legal European integration.” https://madoc.bib.uni-mannheim.de/71717/"
karacay-et-al-2024-inequality-in-participation-in-shadow-education-in-mathematics-in-europe-an-intersectional.pdf,https://madoc.bib.uni-mannheim.de/68175/1/karacay-et-al-2024-inequality-in-participation-in-shadow-education-in-mathematics-in-europe-an-intersectional.pdf,https://madoc.bib.uni-mannheim.de/68175/,Inequality in participation in shadow education in mathematics in Europe: An intersectional perspective,"Karaçay, İrem; Bousselin, Audrey; Benz, Robin; Darmody, Merike; Smyth, Emer",2025,"Karaçay, İrem; Bousselin, Audrey; Benz, Robin; Darmody, Merike; Smyth, Emer (2025) “Inequality in participation in shadow education in mathematics in Europe: An intersectional perspective.” https://madoc.bib.uni-mannheim.de/68175/"
kehnel-Paepste-2018.pdf,https://madoc.bib.uni-mannheim.de/52712/1/kehnel-Paepste-2018.pdf,https://madoc.bib.uni-mannheim.de/52712/,Päpste : Die toten Stellvertreter Christi,"Kehnel, Annette; Kümper, Hiram",2018,"Kehnel, Annette; Kümper, Hiram (2018) “Päpste : Die toten Stellvertreter Christi.” https://madoc.bib.uni-mannheim.de/52712/"
kehnel_le-corps-fragile-du-prince_2014.pdf,https://madoc.bib.uni-mannheim.de/39621/1/kehnel_le-corps-fragile-du-prince_2014.pdf,https://madoc.bib.uni-mannheim.de/39621/,Le corps fragile du prince dans les rites d‘investiture medieval,"Kehnel, Annette",2014,"Kehnel, Annette (2014) “Le corps fragile du prince dans les rites d‘investiture medieval.” https://madoc.bib.uni-mannheim.de/39621/"
keusch-et-al-2020-coverage-error-in-data-collection-combining-mobile-surveys-with-passive-measurement-using-apps-data.pdf,https://madoc.bib.uni-mannheim.de/60855/1/keusch-et-al-2020-coverage-error-in-data-collection-combining-mobile-surveys-with-passive-measurement-using-apps-data.pdf,https://madoc.bib.uni-mannheim.de/60855/,Coverage error in data collection combining mobile surveys with passive measurement using apps: data from a German national survey,"Keusch, Florian; Bähr, Sebastian; Haas, Georg-Christoph; Kreuter, Frauke; Trappmann, Mark",2023,"Keusch, Florian; Bähr, Sebastian; Haas, Georg-Christoph; Kreuter, Frauke; Trappmann, Mark (2023) “Coverage error in data collection combining mobile surveys with passive measurement using apps: data from a German national survey.” https://madoc.bib.uni-mannheim.de/60855/"
keusch-et-al-2024-do-you-have-two-minutes-to-talk-about-your-data-willingness-to-participate-and-nonparticipation-bias.pdf,https://madoc.bib.uni-mannheim.de/66752/1/keusch-et-al-2024-do-you-have-two-minutes-to-talk-about-your-data-willingness-to-participate-and-nonparticipation-bias.pdf,https://madoc.bib.uni-mannheim.de/66752/,Do you have two minutes to talk about your data? Willingness to participate and nonparticipation bias in Facebook data donation,"Keusch, Florian; Pankowska, Paulina K.; Cernat, Alexandru; Bach, Ruben L.",2024,"Keusch, Florian; Pankowska, Paulina K.; Cernat, Alexandru; Bach, Ruben L. (2024) “Do you have two minutes to talk about your data? Willingness to participate and nonparticipation bias in Facebook data donation.” https://madoc.bib.uni-mannheim.de/66752/"
kinnunen_et_al_2011_Job_demands_resources.pdf,https://madoc.bib.uni-mannheim.de/30363/1/kinnunen_et_al_2011_Job_demands_resources.pdf,https://madoc.bib.uni-mannheim.de/30363/,Job demands-resources model in the context of recovery : Testing recovery experiences as mediators,"Kinnunen, Ulla; Feldt, Taru; Siltaloppi, Marjo; Sonnentag, Sabine",2011,"Kinnunen, Ulla; Feldt, Taru; Siltaloppi, Marjo; Sonnentag, Sabine (2011) “Job demands-resources model in the context of recovery : Testing recovery experiences as mediators.” https://madoc.bib.uni-mannheim.de/30363/"
kleinewiese-2020-situational-action-theory-and-the-particular-case-of-settings-including-a-group.pdf,https://madoc.bib.uni-mannheim.de/60856/1/kleinewiese-2020-situational-action-theory-and-the-particular-case-of-settings-including-a-group.pdf,https://madoc.bib.uni-mannheim.de/60856/,Situational Action Theory and the particular case of settings including a group,"Kleinewiese, Julia",2022,"Kleinewiese, Julia (2022) “Situational Action Theory and the particular case of settings including a group.” https://madoc.bib.uni-mannheim.de/60856/"
kleinschlomer-krapf-2023-parental-separation-and-children-s-well-being-does-the-quality-of-parent-child-relationships-1.pdf,https://madoc.bib.uni-mannheim.de/65670/1/kleinschlomer-krapf-2023-parental-separation-and-children-s-well-being-does-the-quality-of-parent-child-relationships-1.pdf,https://madoc.bib.uni-mannheim.de/65670/,Parental separation and children’s well-being. Does the quality of parent-child relationships moderate the effect?,"Kleinschlömer, Pauline; Krapf, Sandra",2023,"Kleinschlömer, Pauline; Krapf, Sandra (2023) “Parental separation and children’s well-being. Does the quality of parent-child relationships moderate the effect?.” https://madoc.bib.uni-mannheim.de/65670/"
klinger_bwpat21.pdf,https://madoc.bib.uni-mannheim.de/29652/1/klinger_bwpat21.pdf,https://madoc.bib.uni-mannheim.de/29652/,Merkmale guter Hochschullehre: Definitionsversuche und Operationalisierbarkeit,"Klinger, Melanie",2011,"Klinger, Melanie (2011) “Merkmale guter Hochschullehre: Definitionsversuche und Operationalisierbarkeit.” https://madoc.bib.uni-mannheim.de/29652/"
klotz_etal_profil5.pdf,https://madoc.bib.uni-mannheim.de/44233/1/klotz_etal_profil5.pdf,https://madoc.bib.uni-mannheim.de/44233/,Ausbildungsqualität - theoretische Modellierung und Analyse ausgewählter Befragungsinstrumente,"Klotz, Viola Katharina; Rausch, Andreas; Geigle, Svenja; Seifried, Jürgen",2017,"Klotz, Viola Katharina; Rausch, Andreas; Geigle, Svenja; Seifried, Jürgen (2017) “Ausbildungsqualität - theoretische Modellierung und Analyse ausgewählter Befragungsinstrumente.” https://madoc.bib.uni-mannheim.de/44233/"
koegler_etal_profil6.pdf,https://madoc.bib.uni-mannheim.de/62817/1/koegler_etal_profil6.pdf,https://madoc.bib.uni-mannheim.de/62817/,Interpretierbarkeit von Logdaten in computerbasierten Kompetenztests mit großen Handlungsräumen,"Kögler, Kristina; Rausch, Andreas; Niegemann, Helmut M.",2020,"Kögler, Kristina; Rausch, Andreas; Niegemann, Helmut M. (2020) “Interpretierbarkeit von Logdaten in computerbasierten Kompetenztests mit großen Handlungsräumen.” https://madoc.bib.uni-mannheim.de/62817/"
koepfer_etal_profil6.pdf,https://madoc.bib.uni-mannheim.de/56421/1/koepfer_etal_profil6.pdf,https://madoc.bib.uni-mannheim.de/56421/,Ausprägung und Förderung fachdidaktischer Kompetenzen von (angehenden) Lehrkräften an kaufmännischen Schulen - Zum konstruktiven Umgang mit Fehlern im Rechnungswesenunterricht,"Köpfer, Patricia; Krille, Claudia; Bushyla, Katharina; Seifried, Jürgen",2020,"Köpfer, Patricia; Krille, Claudia; Bushyla, Katharina; Seifried, Jürgen (2020) “Ausprägung und Förderung fachdidaktischer Kompetenzen von (angehenden) Lehrkräften an kaufmännischen Schulen - Zum konstruktiven Umgang mit Fehlern im Rechnungswesenunterricht.” https://madoc.bib.uni-mannheim.de/56421/"
kosyakova-et-al-2025-multidimensional-effects-of-conflict-induced-violence-on-wartime-migration-decisions-evidence-from.pdf,https://madoc.bib.uni-mannheim.de/71130/1/kosyakova-et-al-2025-multidimensional-effects-of-conflict-induced-violence-on-wartime-migration-decisions-evidence-from.pdf,https://madoc.bib.uni-mannheim.de/71130/,Multidimensional effects of conflict-induced violence on wartime migration decisions: evidence from Ukraine,"Kosyakova, Yuliya; Kogan, Irena; Tubergen, Frank van",2025,"Kosyakova, Yuliya; Kogan, Irena; Tubergen, Frank van (2025) “Multidimensional effects of conflict-induced violence on wartime migration decisions: evidence from Ukraine.” https://madoc.bib.uni-mannheim.de/71130/"
kowalzick-appels-2022-to-change-or-not-to-change-evidence-on-the-steadiness-of-more-hubristic-ceos.pdf,https://madoc.bib.uni-mannheim.de/62354/1/kowalzick-appels-2022-to-change-or-not-to-change-evidence-on-the-steadiness-of-more-hubristic-ceos.pdf,https://madoc.bib.uni-mannheim.de/62354/,To change or not to change? Evidence on the steadiness of more hubristic CEOs,"Kowalzick, Marc; Appels, Moritz",2023,"Kowalzick, Marc; Appels, Moritz (2023) “To change or not to change? Evidence on the steadiness of more hubristic CEOs.” https://madoc.bib.uni-mannheim.de/62354/"
kranhold-et-al-2025-die-helikopter-eltern-der-forschung.pdf,https://madoc.bib.uni-mannheim.de/70421/1/kranhold-et-al-2025-die-helikopter-eltern-der-forschung.pdf,https://madoc.bib.uni-mannheim.de/70421/,"Die Helikopter-Eltern der Forschung : Wie Datenschutzgesetze und Bürokratie den Zugang zu Forschung und Behandlung für Kinder, Jugendliche und ihre Bezugspersonen erschweren","Kranhold, Anna-Luisa; Neuhoff, Lina; Bunz, Melanie; Derhardt, Rabea; Schreiber, Felix; Popp, Lukka; Kulisch, Leonard Konstantin; Schneider, Silvia; Christiansen, Hanna; In-Albon, Tina; Walper, Sabine; Bartnick, Christina",2025,"Kranhold, Anna-Luisa; Neuhoff, Lina; Bunz, Melanie; Derhardt, Rabea; Schreiber, Felix; Popp, Lukka; Kulisch, Leonard Konstantin; Schneider, Silvia; Christiansen, Hanna; In-Albon, Tina; Walper, Sabine; Bartnick, Christina (2025) “Die Helikopter-Eltern der Forschung : Wie Datenschutzgesetze und Bürokratie den Zugang zu Forschung und Behandlung für Kinder, Jugendliche und ihre Bezugspersonen erschweren.” https://madoc.bib.uni-mannheim.de/70421/"
krauss-wagner-2023-take-the-streets-or-take-the-parliament-political-participation-choices-of-radical-left-individuals-1.pdf,https://madoc.bib.uni-mannheim.de/66310/1/krauss-wagner-2023-take-the-streets-or-take-the-parliament-political-participation-choices-of-radical-left-individuals-1.pdf,https://madoc.bib.uni-mannheim.de/66310/,Take the streets or take the parliament? Political participation choices of radical left individuals,"Krauss, Svenja; Wagner, Sarah",2024,"Krauss, Svenja; Wagner, Sarah (2024) “Take the streets or take the parliament? Political participation choices of radical left individuals.” https://madoc.bib.uni-mannheim.de/66310/"
kroneisen_et_al_0146167219893994.pdf,https://madoc.bib.uni-mannheim.de/53114/1/kroneisen_et_al_0146167219893994.pdf,https://madoc.bib.uni-mannheim.de/53114/,"Interindividual differences in the sensitivity for consequences, moral norms, and preferences for inaction: Relating basic personality traits to the CNI model","Kroneisen, Meike; Heck, Daniel W.",2020,"Kroneisen, Meike; Heck, Daniel W. (2020) “Interindividual differences in the sensitivity for consequences, moral norms, and preferences for inaction: Relating basic personality traits to the CNI model.” https://madoc.bib.uni-mannheim.de/53114/"
kuchler-et-al-2022-gender-related-differences-in-online-comment-sections-findings-from-a-large-scale-content-analysis.pdf,https://madoc.bib.uni-mannheim.de/62221/1/kuchler-et-al-2022-gender-related-differences-in-online-comment-sections-findings-from-a-large-scale-content-analysis.pdf,https://madoc.bib.uni-mannheim.de/62221/,Gender-related differences in online comment sections: Findings from a large-scale content analysis of commenting behavior,"Küchler, Constanze; Stoll, Anke; Ziegele, Marc; Naab, Teresa K.",2023,"Küchler, Constanze; Stoll, Anke; Ziegele, Marc; Naab, Teresa K. (2023) “Gender-related differences in online comment sections: Findings from a large-scale content analysis of commenting behavior.” https://madoc.bib.uni-mannheim.de/62221/"
kukula-et-al-2024-bridging-the-past-or-breaking-from-it-leader-continuity-rhetoric-and-nontarget-employee-diversity.pdf,https://madoc.bib.uni-mannheim.de/68022/1/kukula-et-al-2024-bridging-the-past-or-breaking-from-it-leader-continuity-rhetoric-and-nontarget-employee-diversity.pdf,https://madoc.bib.uni-mannheim.de/68022/,"Bridging the past, or breaking from it? Leader continuity rhetoric and nontarget employee diversity initiative support","Kukula, Anastasia; Reinwald, Max; Kanitz, Rouven; Hoegl, Martin",2025,"Kukula, Anastasia; Reinwald, Max; Kanitz, Rouven; Hoegl, Martin (2025) “Bridging the past, or breaking from it? Leader continuity rhetoric and nontarget employee diversity initiative support.” https://madoc.bib.uni-mannheim.de/68022/"
kurella-2025-a-formal-model-of-party-competition-with-salience.pdf,https://madoc.bib.uni-mannheim.de/69248/1/kurella-2025-a-formal-model-of-party-competition-with-salience.pdf,https://madoc.bib.uni-mannheim.de/69248/,A formal model of party competition with salience,"Kurella, Anna-Sophie",2025,"Kurella, Anna-Sophie (2025) “A formal model of party competition with salience.” https://madoc.bib.uni-mannheim.de/69248/"
