filename,02 DOI,03 Citation,05 Data Type by Source,06 Mode of Collection,07 Type of Instrument,11 Data Collector,12 Data Source,13 Data DOI,15 Data availability statement,17 Code citation
s11612-022-00657-2.pdf,{'value': '10.1007/s11612-022-00657-2'},"{'value': 'Birkle, Stefanie. ""Hürden beim organisationalen Knowledge Sharing: Eine Analyse aus Sicht von Mitarbeitenden eines IT-Dienstleisters."" Gr Interakt Org (2022) 53:557–565. doi:10.1007/s11612-022-00657-2'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'leitfadengestützten Interviewstudie'},{'value': 'S. Birkle'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
s11615-022-00378-7.pdf,{'value': '10.1007/s11615-022-00378-7'},"{'value': 'Jankowski, Michael, Anna-Sophie Kurella, Christian Stecker, Andreas Blätte, Thomas Bräuninger, Marc Debus, Jochen Müller, and Susanne Pickel. ""Die Positionen der Parteien zur Bundestagswahl 2021: Ergebnisse des Open Expert Surveys."" Polit Vierteljahresschr 63 (2022): 53–72. doi:10.1007/s11615-022-00378-7.'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'Open Expert Survey 2021 (OES21)'},{'value': 'M. Jankowski et al.'},{'value': 'not applicable'},{'value': '10.7910/DVN/XIL6OW'},{'value': 'Sämtliche Daten des OES21 können unter https://oes21.de/ bzw. direkt über den Harvard Dataverse (https://doi.org/10.7910/DVN/XIL6OW) heruntergeladen werden.'},{'value': ''}
s11615-022-00417-3.pdf,{'value': '10.1007/s11615-022-00417-3'},"{'value': 'Unkelbach, Fabienne, Melvin John, and Vera Vogel. ""Jumping on the Bandwagon: The Role of Voters’ Social Class in Poll Effects in the Context of the 2021 German Federal Election."" Polit Vierteljahresschr 64 (2023): 51–78. doi:10.1007/s11615-022-00417-3.'}",{'value': 'secondary'},{'value': 'Interview'},{'value': 'phone interviews'},{'value': 'not applicable'},{'value': 'GLES RCS 2021'},{'value': '10.4232/1.13876'},{'value': 'The dataset and its documentation are available via the GESIS data archive after one-time registration.'},{'value': 'We preregistered all our analyses on the open science framework. The preregistration can be accessed on osf.io (https://osf.io/g6r7v/).'}
s11615-022-00436-0.pdf,{'value': '10.1007/s11615-022-00436-0'},"{'value': 'Bucher, Hannah, Anne-Kathrin Stroppe, Axel M. Burger, Thorsten Faas, Harald Schoen, Marc Debus, and Sigrid Roßteutscher. 2023. ""The GLES Open Science Challenge 2021: A Pilot Project on the Applicability of Registered Reports in Quantitative Political Science."" Politische Vierteljahresschrift 64: 1–17. doi: 10.1007/s11615-022-00436-0.'}",{'value': 'secondary'},{'value': 'Interview'},{'value': 'questionnaires'},{'value': 'not applicable'},{'value': 'GLES'},{'value': ''},{'value': 'All materials are also available on OSF: https://osf.io/uvnp7/'},{'value': 'https://osf.io/uvnp7/'}
s11615-022-00437-z.pdf,{'value': '10.1007/s11615-022-00437-z'},"{'value': 'Bucher, Hannah, Anne-Kathrin Stroppe, Axel M. Burger, Thorsten Faas, Harald Schoen, Marc Debus, Sigrid Roßteutscher, Denis Cohen, Robert A. Huber, Michael Jankowski, Melvin John, Jan Menzner, Christian H. Schimpf, Christian Schnaudt, Nils D. Steiner, Richard Traunmüller, Fabienne Unkelbach, Vera Vogel, Carsten Wegscheider, Robert Welz, and Alexander Wuttke. 2023. ""The GLES Open Science Challenge 2021 in Hindsight: Experiences Gained and Lessons Learned."" Politische Vierteljahresschrift 64: 207–219. https://doi.org/10.1007/s11615-022-00437-z'}",{'value': 'secondary'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'German Longitudinal Election Study (GLES)'},{'value': ''},{'value': ''},{'value': ''}
s11615-022-00438-y.pdf,{'value': '10.1007/s11615-022-00438-y'},"{'value': 'Sohnius, Marie-Lou, Thomas Gschwend, and Oliver Rittmann. 2022. ""Welche Auswirkungen haben größere Wahlkreise auf das politische Verhalten? Ein empirischer Beitrag zur Wahlrechtsreform."" Politische Vierteljahresschrift 63: 685–701. https://doi.org/10.1007/s11615-022-00438-y'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'not applicable'},{'value': 'German Longitudinal Election Study (GLES)'},{'value': ''},{'value': 'Zusatzmaterial online Zusätzliche Informationen sind in der Online-Version dieses Artikels (https://doi.org/10.1007/s11615-022-00438-y) enthalten.'},{'value': ''}
s11615-023-00462-6_1.pdf,{'value': '10.1007/s11615-023-00462-6'},"{'value': 'Schmitt-Beck, Rüdiger, and Christian Schnaudt. ""Everyday Political Talk with Strangers: Evidence on a Neglected Arena of the Deliberative System."" Politische Vierteljahresschrift 64 (2023): 499–523. https://doi.org/10.1007/s11615-023-00462-6'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'survey'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},"{'value': 'The online version of this article (https://doi.org/10.1007/s11615-023-00462-6) contains supplementary material, which is available to authorized users.'}",{'value': ''}
s11615-023-00463-5.pdf,{'value': '10.1007/s11615-023-00463-5'},"{'value': 'Mader, Matthias and Harald Schoen. 2023. ""No Zeitenwende (yet): Early Assessment of German Public Opinion Toward Foreign and Defense Policy After Russia’s Invasion of Ukraine."" Politische Vierteljahresschrift 64: 525–547. doi: 10.1007/s11615-023-00463-5.'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'panel survey'},{'value': 'not applicable'},{'value': 'German Longitudinal Election Study (GLES)'},{'value': '10.7910/DVN/WY2OFU'},{'value': 'Reproduction materials for all results reported in this article are available at Harvard Dataverse: https://doi.org/10.7910/DVN/WY2OFU.'},{'value': 'https://doi.org/10.7910/DVN/WY2OFU'}
s11615-023-00470-6.pdf,{'value': '10.1007/s11615-023-00470-6'},"{'value': 'Wurthmann, L. Constantin, Michael Angenendt, and Jan Philipp Thomeczek. ""The “Free Voters‘: A Decent Alternative for Conservatives?"" Politische Vierteljahresschrift 65 (2024): 99–122. doi:10.1007/s11615-023-00470-6.'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'online access panel of the market research institute Respondi'},{'value': 'Respondi'},{'value': 'not applicable'},{'value': ''},"{'value': 'The online version of this article (https://doi.org/10.1007/s11615-023-00470-6) contains supplementary material, which is available to authorized users.'}",{'value': ''}
s11615-023-00481-3_1.pdf,{'value': '10.1007/s11615-023-00481-3'},"{'value': 'Wagner, Sarah, L. Constantin Wurthmann, and Jan Philipp Thomeczek. ""Bridging Left and Right? How Sahra Wagenknecht Could Change the German Party Landscape."" Politische Vierteljahresschrift 64 (2023): 621–636. https://doi.org/10.1007/s11615-023-00481-3'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'online access panel'},{'value': 'Bilendi&respondi'},{'value': 'not applicable'},{'value': ''},"{'value': 'The online version of this article (https://doi.org/10.1007/s11615-023-00481-3) contains supplementary material, which is available to authorized users.'}",{'value': ''}
s11615-024-00540-3-2.pdf,{'value': '10.1007/s11615-024-00540-3'},"{'value': 'Isermann, Lukas, Lea Gärtner, and Harald Schoen. ""Committed Democrats? How Trade-off Specific Cues Affect Expressions of Support for Liberal and Democratic Principles."" Politische Vierteljahresschrift 65 (2024): 553–568. doi:10.1007/s11615-024-00540-3.'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'Computer-assisted web-based interviews'},{'value': 'L. Isermann et al.'},{'value': 'not applicable'},{'value': ''},{'value': 'The data and replication material that support the ﬁndings of this study are openly available under the Open Science Framework (OSF) at https://osf.io/jmzpq/?view_only=0765929e69574c0a927d2d9ee6126ded.'},{'value': 'https://osf.io/jmzpq/?view_only=0765929e69574c0a927d2d9ee6126ded.'}
s11615-024-00545-y.pdf,{'value': '10.1007/s11615-024-00545-y'},"{'value': 'Rapp, Milena. ""How Important is European Integration for Pro-European Voters in Times of Politicization?"" Politische Vierteljahresschrift 66 (2025): 545–573. https://doi.org/10.1007/s11615-024-00545-y'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'not applicable'},"{'value': 'European Social Survey (ESS), Voter Studies of the European Election Studies (EES), and the Chapel Hill Expert Survey (CHES)'}",{'value': ''},"{'value': 'The online version of this article (https://doi.org/10.1007/s11615-024-00545-y) contains Supplementary Information, which is available to authorized users.'}",{'value': ''}
s11615-024-00568-5.pdf,{'value': '10.1007/s11615-024-00568-5'},"{'value': 'Debus, Marc, and David Schweizer. ""The Differentiated Impact of Perceived EU Regional Policy on Citizens’ Positions on European Integration."" Politische Vierteljahresschrift 66 (2025): 575–597. https://doi.org/10.1007/s11615-024-00568-5'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'COHESIFY Citizen Survey'},{'value': 'not applicable'},{'value': 'COHESIFY Citizen Survey'},{'value': ''},{'value': ''},{'value': ''}
s11615-024-00585-4.pdf,{'value': '10.1007/s11615-024-00585-4'},"{'value': 'Diener, Julius. ""Explaining Interruption Behavior in Parliament: The Role of Topic Expertise, Career Status, and Government-Opposition Dynamics."" Politische Vierteljahresschrift 66 (2025): 303–324. https://doi.org/10.1007/s11615-024-00585-4'}",{'value': 'secondary'},{'value': 'Automated data extraction'},{'value': 'protocols of the German Bundestag'},{'value': 'not applicable'},{'value': 'protocols of the German Bundestag'},{'value': ''},"{'value': 'The online version of this article (https://doi.org/10.1007/s11615-024-00585-4) contains supplementary material, which is available to authorized users.'}",{'value': ''}
s11615-025-00590-1.pdf,{'value': '10.1007/s11615-025-00590-1'},"{'value': 'Kölzer, Julius, Marc Debus, and Christian Stecker. ""Alte Wurzeln, neue Wurzeln? Zum Einﬂuss früherer rechtsradikaler Unterstützung auf den AfD-Wahlerfolg bei der Europawahl 2024"". Politische Vierteljahresschrift 66 (2025): 847–865. doi:10.1007/s11615-025-00590-1'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'ofﬁzielle Wahlergebnisse als auch verschiedene sozioökonomische Strukturdaten'},{'value': ''},{'value': 'Zusatzmaterial online Zusätzliche Informationen sind in der Online-Version dieses Artikels (https://doi.org/10.1007/s11615-025-00590-1) enthalten.'},{'value': ''}
s11615-025-00604-y-1.pdf,{'value': '10.1007/s11615-025-00604-y'},"{'value': 'Debus, Marc, and Richard Traunmüller. ""Former Social Democratic Partisanship, Working-Class Background, and Support for Right-Wing Populist Parties: A Research Note."" Politische Vierteljahresschrift 67 (2026): 195–216. doi:10.1007/s11615-025-00604-y.'}",{'value': 'secondary'},{'value': 'unclear'},{'value': 'unclear'},{'value': 'not applicable'},{'value': 'GSOEP survey project'},{'value': ''},"{'value': 'The online version of this article (https://doi.org/10.1007/s11615-025-00604-y) contains supplementary material, which is available to authorised users.'}",{'value': ''}
s11615-025-00619-5.pdf,{'value': '10.1007/s11615-025-00619-5'},"{'value': 'Eschenwecker, Stefan, and Thomas König. ""Challenging the Challengers? The Transformative Implications of the Bündnis Sahra Wagenknecht for German Party Competition."" Politische Vierteljahresschrift, 2025. doi:10.1007/s11615-025-00619-5.'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'not applicable'},{'value': 'not applicable'},"{'value': 'Wegweiser Kommune dataset, official electoral statistics'}",{'value': '10.7910/DVN/PYOHGA'},{'value': 'All data and R scripts necessary to replicate the results of this study are publicly available in a Dataverse repository (Eschenwecker and König 2024).'},{'value': 'All data and R scripts necessary to replicate the results of this study are publicly available in a Dataverse repository (Eschenwecker and König 2024).'}
s11615-026-00649-7.pdf,{'value': '10.1007/s11615-026-00649-7'},"{'value': 'Wurthmann, L. Constantin, Kira Renée Kurz, and Sarah Wagner. ""Breaking the German Cold War Taboo? The Generational Divide in Evaluating a Coalition Between CDU/CSU and The Left."" Politische Vierteljahresschrift, 2026. doi:10.1007/s11615-026-00649-7'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'online panel survey'},{'value': 'Respondi'},{'value': 'not applicable'},{'value': ''},"{'value': 'The online version of this article (https://doi.org/10.1007/s11615-026-00649-7) contains supplementary material, which is available to authorized users.'}",{'value': ''}
s11615-026-00661-x.pdf,{'value': '10.1007/s11615-026-00661-x'},"{'value': 'Debus, Marc. 2026. ""In eigener Sache / A note from the Editor."" Politische Vierteljahresschrift.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
s11616-023-00804-9.pdf,{'value': '10.1007/s11616-023-00804-9'},"{'value': 'Mangold, Frank, Mareike Wieland, Sebastian Stier, and Lukas Otto. 2023. ""Neue Infrastrukturen für die Messung digitaler Mediennutzung."" Publizistik 68 (2023): 263–280. https://doi.org/10.1007/s11616-023-00804-9'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
s11616-025-00872-z.pdf,{'value': '10.1007/s11616-025-00872-z'},"{'value': 'Schöppl, Katharina and Christian Schwarzenegger. ""Gegenöffentlichkeit als Gefühl? Alternative Medien und Public Dissent als Wille und Vorstellung ihrer Nutzer:innen"". Publizistik (2025) 70:73–97. doi:10.1007/s11616-025-00872-z'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'unclear'},"{'value': 'K. Schöppl, C. Schwarzenegger'}",{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
s11616-026-00940-y.pdf,{'value': '10.1007/s11616-026-00940-y'},"{'value': 'Ludwig, Katharina. ""Positive, negative, and mixed emotions directed toward immigrants: differences between social, alternative and traditional media users."" Publizistik, 2026. doi: 10.1007/s11616-026-00940-y.'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'online survey'},{'value': 'Dynata'},{'value': 'not applicable'},{'value': ''},{'value': 'Data Availability Data is made available on OSF: https://osf.io/ghwdn/overview?view_only=d2808302cc004f6982765143829cb993'},{'value': ''}
s11618-026-01404-9.pdf,{'value': '10.1007/s11618-026-01404-9'},"{'value': 'Hofer, Manfred, Sebastian Schmid, and Anne Seifert. 2026. ""Wie Lehrkräfte Forschungswissen in niedrig- und hoch-komplexen Situationen nutzen können: Ein differenzieller Vorschlag."" Zeitschrift für Erziehungswissenschaft. doi:10.1007/s11618-026-01404-9.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': 'Datenverfügbarkeit Zu diesem Artikel gibt es keine Daten. Es handelt sich um einen reinen Theoriebeitrag.'},{'value': ''}
s11747-023-00923-9_1.pdf,{'value': '10.1007/s11747-023-00923-9'},"{'value': 'Homburg, Christian, and Moritz Tischer. ""Customer journey management capability in business-to-business markets: Its bright and dark sides and overall impact on firm performance."" Journal of the Academy of Marketing Science 51 (2023): 1046-1074. https://doi.org/10.1007/s11747-023-00923-9'}",{'value': 'mixed'},{'value': 'Interview'},{'value': 'interview guide'},{'value': 'authors'},{'value': 'ORBIS'},{'value': ''},{'value': 'Supplementary Information\u200b The online version contains supplementary material available at https://doi.org/10.1007/s11747-023-00923-9.'},{'value': ''}
s11747-023-00939-1-1.pdf,{'value': '10.1007/s11747-023-00939-1'},"{'value': 'Homburg, Christian, Theresa R. Schyma (née Morguet), Sebastian Hohenberg, Yashar Atefi, and Robin-Christopher M. Ruhnau. ""“Coopetition” in the presence of team and individual incentives: Evidence from the advice network of a sales organization."" Journal of the Academy of Marketing Science 52 (2024): 306–328. https://doi.org/10.1007/s11747-023-00939-1'}",{'value': 'mixed'},{'value': 'Self-administered questionnaire'},{'value': 'survey'},{'value': 'authors'},{'value': 'Firm data'},{'value': ''},{'value': 'The online version contains supplementary material available at https://doi.org/10.1007/s11747-023-00939-1.'},{'value': ''}
s11747-023-00988-6.pdf,{'value': '10.1007/s11747-023-00988-6'},"{'value': 'Lanzrath, Aline Isabelle, Christian Homburg, and Robin-Christopher M. Ruhnau. ""Women’s underrepresentation in business-to-business sales: Reasons, contingencies, and solutions."" Journal of the Academy of Marketing Science 53 (2025): 533–562. https://doi.org/10.1007/s11747-023-00988-6'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'interview guide'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Supplementary Information\u200b The online version contains supplementary material available at https://doi.org/10.1007/s11747-023-00988-6.'},{'value': ''}
s11846-022-00578-w.pdf,{'value': '10.1007/s11846-022-00578-w'},"{'value': 'Betzer, André, Inga van den Bongard, Felix Schweder, Erik Theissen, and Christine Volkmann. ""All is not lost that is delayed: overconfidence and investment outcomes."" Review of Managerial Science 17 (2023): 2297–2324. https://doi.org/10.1007/s11846-022-00578-w'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaires'},{'value': 'not applicable'},{'value': 'KfW (Kreditanstalt für Wiederaufbau)'},{'value': ''},{'value': ''},{'value': ''}
s11943-024-00344-2.pdf,{'value': '10.1007/s11943-024-00344-2'},"{'value': 'Schenk, Patrick Oliver, and Christoph Kern. ""Connecting algorithmic fairness to quality dimensions in machine learning in ofﬁcial statistics and survey production."" AStA Wirtschafts- und Sozialstatistisches Archiv 18, no. 2024 (2024): 131–184. https://doi.org/10.1007/s11943-024-00344-2'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
s12116-024-09454-y.pdf,{'value': '10.1007/s12116-024-09454-y'},"{'value': 'Bellini, Cristiana, and Melanie Sauter. ""Humanitarian Nationalism During Autocratic Disaster Governance: The Politicization of the Earthquake Response in Türkiye."" Studies in Comparative International Development 61 (2025): 168–194. https://doi.org/10.1007/s12116-024-09454-y'}",{'value': 'mixed'},{'value': 'Observation'},{'value': 'not applicable'},{'value': 'the author'},"{'value': 'UN agencies, the IFRC, the Turkish Red Crescent, government announcements, and social media monitors'}",{'value': ''},{'value': ''},{'value': ''}
s12134-025-01237-1.pdf,{'value': '10.1007/s12134-025-01237-1'},"{'value': 'Soiné, Hannah and Bram Lancee. ""Diverging Ethnic Hierarchies? Cultural Distance, Right-Wing Authoritarianism, and Social Distance Perceptions in the Netherlands."" Journal of International Migration and Integration 26 (2025): 1567–1593. https://doi.org/10.1007/s12134-025-01237-1'}",{'value': 'mixed'},{'value': 'Self-administered questionnaire'},{'value': 'Unipark'},{'value': 'Respondi'},{'value': 'European Values Study (EVS) and World Values Survey (WVS)'},{'value': '10.17026/SS/SLS0D4'},"{'value': 'The original data collected for this study is available from the DANS Data Station Social Sciences and Humanities at https://doi.org/10.17026/SS/SLS0D4. The joint EVS/WVS 2017–2021 data are openly available from GESIS at https://doi.org/10.4232/1.13670, study number ZA7505. The EVS data are openly available from GESIS at https://doi.org/10.4232/1.13486, study number ZA4804. The WVS data are openly available from the WVSA Secretariat at https://www.worldvaluessurvey.org/WVSDocumentationWVL.jsp. The data on the proportion of ethnic groups in the total Dutch population are openly available from Statistics Netherlands at https://opendata.cbs.nl/statline/#/CBS/en/dataset/37325eng/table?ts=1579699854105. The data on the share of Muslims in different countries in 2020 are openly available from Pew Research Center at https://www.pewforum.org/2015/04/02/religious-projection-table/. The data on the Human Development Index of the countries in our study are openly available from the United Nations Development Programme at http://hdr.undp.org/en/data.'}",{'value': ''}
s12134-025-01297-3.pdf,{'value': '10.1007/s12134-025-01297-3'},"{'value': 'Kogan, Irena, and Yuliya Kosyakova. ""Cherchez l’homme? The Wartime Migration of Men in Ukraine: Research Note."" Journal of International Migration and Integration (2025). https://doi.org/10.1007/s12134-025-01297-3'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'computer-assisted web interviews (CAWI)'},{'value': 'not applicable'},{'value': 'OneUA survey'},{'value': '10.17605/OSF.IO/CQ3VW'},{'value': 'Replication codes for data preparation and analyses are available at https://osf.io/cq3vw (DOI: https://doi.org/10.17605/OSF.IO/CQ3VW). Information about the underlying OneUA data can be found at https://osf.io/tmgcd/.'},{'value': 'https://osf.io/cq3vw'}
s12186-022-09301-y.pdf,{'value': '10.1007/s12186-022-09301-y'},"{'value': 'Köhler, Daniel P., and Andreas Rausch. ""Expertise Development in the Workplace Through Deliberate Practice and Progressive Problem Solving: Insights from Business-to-Business Sales Departments."" Vocations and Learning 15 (2022): 569–597. https://doi.org/10.1007/s12186-022-09301-y'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'interview guideline'},{'value': 'primary author'},{'value': 'not applicable'},{'value': ''},{'value': 'Availability of Data and Material\u200b Raw data of the interviews are not available because the interview part\u200b ners\u200b consent was limited to the research team.'},{'value': ''}
s12186-022-09303-w-1.pdf,{'value': '10.1007/s12186-022-09303-w'},"{'value': 'Leiß, Tamara Vanessa, and Andreas Rausch. ""How Personality, Emotions and Situational Characteristics Affect Learning from Social Interactions in the Workplace."" Vocations and Learning 16 (2023): 73–97. https://doi.org/10.1007/s12186-022-09303-w'}",{'value': 'primary'},{'value': 'Self-administered writings and/or diaries'},{'value': 'semi-standardized diary'},{'value': 'the authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Data Availability\u200b The dataset analyzed during the current study is available from the corresponding author on reasonable request.'},{'value': ''}
s12186-023-09319-w.pdf,{'value': '10.1007/s12186-023-09319-w'},"{'value': 'Findeisen, Stefanie, and Juergen Seifried. ""Explaining skills of prospective teachers – Findings from a simulation study."" Vocations and Learning 16 (2023): 313–341. https://doi.org/10.1007/s12186-023-09319-w'}",{'value': 'primary'},{'value': 'Simulation'},{'value': 'coding system'},{'value': 'the researchers'},{'value': 'not applicable'},{'value': ''},{'value': 'Availability of data and materials\u200b The coded data is provided by the first author upon reasonable request.'},{'value': ''}
s12186-024-09347-0.pdf,{'value': '10.1007/s12186-024-09347-0'},"{'value': 'Rausch, Andreas, Stephan Abele, Viola Deutscher, Samuel Greiff, Viktoria Kis, Sally Messenger, Jenny Shackleton, Lucia Tramonte, Michael Ward, and Esther Winther. ""Designing an International Large-Scale Assessment of Professional Competencies and Employability Skills: Emerging Avenues and Challenges of OECD’s PISA-VET."" Vocations and Learning 17 (2024): 393–432. https://doi.org/10.1007/s12186-024-09347-0'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
s12186-024-09349-y.pdf,{'value': '10.1007/s12186-024-09349-y'},"{'value': 'Brodsky, Alexander, Andreas Rausch, and Jürgen Seifried. ""Informal Learning in Business Internships in Higher Education – Findings from a Diary Study."" Vocations and Learning 17 (2024): 433–458. https://doi.org/10.1007/s12186-024-09349-y'}",{'value': 'primary'},{'value': 'Self-administered writings and/or diaries'},{'value': 'standardised diaries'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Availability of Data and Materials\u200b The data that support the findings of this study are available from the corresponding author upon reasonable request.'},{'value': ''}
s12186-025-09378-1.pdf,{'value': '10.1007/s12186-025-09378-1'},"{'value': 'Giek, Teresa, Philipp Eichentopf, Jürgen Seifried, and Andrea Burda-Zoyke. ""The Potential of Video Vignettes to Promote Diagnostic Skills of Prospective Teachers at Vocational Schools."" Vocations and Learning 18, no. 22 (2025). https://doi.org/10.1007/s12186-025-09378-1'}",{'value': 'primary'},{'value': 'Content coding'},"{'value': '4-point Likert scale, coding guidelines'}",{'value': 'T.G. and P.E.'},{'value': 'not applicable'},{'value': ''},"{'value': 'Data Availability\u200b The data that support the findings of this study are not publicly available yet due to ongoing analysis related to qualification work. After the completion of the project, which is funded by the German Federal Ministry of Education and Research, the data will be transferred to a suitable repository and made available.'}",{'value': ''}
s12220-024-01861-w.pdf,{'value': '10.1007/s12220-024-01861-w'},"{'value': 'Knopf, M., R. Peña Hoepner, and M. U. Schmidt. ""Solutions of the Sinh-Gordon Equation of Spectral Genus Two and Constrained Willmore Tori I"". The Journal of Geometric Analysis 35, no. 29 (2025). https://doi.org/10.1007/s12220-024-01861-w'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': 'Data availability Not applicable.'},{'value': ''}
s12286-024-00619-6.pdf,{'value': '10.1007/s12286-024-00619-6'},"{'value': 'Walke, Lian, and L. Constantin Wurthmann. ""Koalitionen mit der AfD? Determinanten der Präferenzbildung in Ost- und Westdeutschland vor der Bundestagswahl 2021."" Zeitschrift für Vergleichende Politikwissenschaft 18, no. 4 (2024): 401–426. https://doi.org/10.1007/s12286-024-00619-6'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'GLES pre-election survey'},{'value': 'not applicable'},{'value': 'GLES'},{'value': '10.4232/1.14168'},{'value': ''},{'value': ''}
s12559-023-10138-3-1.pdf,{'value': '10.1007/s12559-023-10138-3'},"{'value': 'Lörch, Lucas, Benoît Lemaire, and Sophie Portrat. ""A Hebbian Model to Account for Musical Expertise Differences in a Working Memory Task."" Cognitive Computation 15 (2023): 1620–1639. https://doi.org/10.1007/s12559-023-10138-3'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'complex span task'},{'value': 'the authors'},{'value': 'not applicable'},{'value': '10.17605/OSF.IO/6UKEV'},{'value': 'The datasets analyzed during the current study and the experimental material are available in the open science framework repository: https://doi.org/10.17605/OSF.IO/6UKEV'},{'value': 'https://doi.org/10.17605/OSF.IO/6UKEV'}
s12599-022-00750-2.pdf,{'value': '10.1007/s12599-022-00750-2'},"{'value': 'Jussupow, Ekaterina, Kai Spohrer, and Armin Heinzl. ""Radiologists’ Usage of Diagnostic AI Systems: The Role of Diagnostic Self-Efﬁcacy for Sensemaking from Conﬁrmation and Disconﬁrmation."" Bus Inf Syst Eng 64, no. 3 (2022): 293–309. https://doi.org/10.1007/s12599-022-00750-2'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'interview guide'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The online version contains supplementary material available at https://doi.org/10.1007/s12599-022-00750-2.'},{'value': ''}
s12599-023-00823-w.pdf,{'value': '10.1007/s12599-023-00823-w'},"{'value': 'Nofer, Michael, Kevin Bauer, Oliver Hinz, Wil van der Aalst, and Christof Weinhardt. 2023. ""Quantum Computing."" Business & Information Systems Engineering 65 (4): 361–367. https://doi.org/10.1007/s12599-023-00823-w'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
s12599-023-00848-1-1.pdf,{'value': '10.1007/s12599-023-00848-1'},"{'value': 'Rehse, Jana-Rebecca, Luka Abb, Gregor Berg, Carsten Bormann, Timotheus Kampik, and Christian Warmuth. ""User Behavior Mining: A Research Agenda."" Business & Information Systems Engineering 66, no. 6 (2024): 799–816. https://doi.org/10.1007/s12599-023-00848-1'}",{'value': 'secondary'},{'value': 'Recording'},{'value': 'UI log'},{'value': 'not applicable'},{'value': 'partner company'},{'value': ''},{'value': ''},{'value': ''}
s12651-022-00327-2.pdf,{'value': '10.1186/s12651-022-00327-2'},"{'value': 'Gutfleisch, Tamara, and Robin Samuel. ""Hiring in border regions: experimental and qualitative evidence from a recruiter survey in Luxembourg."" Journal for Labour Market Research 56, no. 21 (2022). https://doi.org/10.1186/s12651-022-00327-2'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'recruiter survey'},{'value': 'TG'},{'value': 'not applicable'},{'value': '10.17605/OSF.IO/ZTB6Y'},{'value': 'The data used for analysis are available as scientific use file at https://doi.org/10.17605/OSF.IO/ZTB6Y. The data documentation and information on how the data can be used are available at https://doi.org/10.17605/OSF.IO/7BP5E. Replication files can be found at https://osf.io/b7sdz/.'},{'value': 'https://osf.io/b7sdz/'}
